,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageRemainingContractualTerm1,,,,,6.510,,,,,,,,,,,,,,,,,,,,,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeUpperBound,,,,,2000000.000,,,,,,,,,,,,,,,,,,,,,,
SignificantPurchaseCommitmentRemainingMinimumAmountCommitted,,,,,510000000.000,,,,,,,,,,,,,,,,,,,,,,
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1,,,,,,,,,,,,,,,,,,171000000.000,136200000.000,106800000.000,,503300000.000,394600000.000,335700000.000,274400000.000,227800000.000,176200000.000
StockholdersEquity,,712993000.000,732882000.000,771617000.000,805709000.000,842642000.000,867337000.000,933442000.000,985479000.000,1023188000.000,1020937000.000,658923000.000,700731000.000,729150000.000,720372000.000,751581000.000,786684000.000,805713000.000,802939000.000,842943000.000,875051000.000,848717000.000,766702000.000,776134000.000,788124000.000,771963000.000,749911000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,712993000.000,732882000.000,771617000.000,805709000.000,842642000.000,867337000.000,933442000.000,985479000.000,1023188000.000,1020937000.000,658923000.000,700731000.000,729150000.000,720372000.000,751581000.000,786684000.000,805713000.000,802939000.000,842943000.000,875051000.000,848717000.000,766702000.000,776134000.000,788124000.000,771963000.000,749911000.000
UnrecognizedTaxBenefits,,,9500000.000,9600000.000,8345000.000,8900000.000,9900000.000,10100000.000,9763000.000,10600000.000,10600000.000,10600000.000,11182000.000,11600000.000,11800000.000,12000000.000,11311000.000,9300000.000,9800000.000,9600000.000,9415000.000,9200000.000,9800000.000,10100000.000,10537000.000,11900000.000,11500000.000
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,,,800000.000,700000.000,500000.000,600000.000,700000.000,700000.000,700000.000,800000.000,800000.000,800000.000,800000.000,900000.000,900000.000,900000.000,900000.000,800000.000,900000.000,900000.000,800000.000,700000.000,800000.000,900000.000,800000.000,1000000.000,1100000.000
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,6600000.000,6700000.000,,6200000.000,6900000.000,6900000.000,6800000.000,7400000.000,7400000.000,7500000.000,8000000.000,8300000.000,8400000.000,8500000.000,8200000.000,6300000.000,6600000.000,6600000.000,6500000.000,6400000.000,6900000.000,7200000.000,7500000.000,7800000.000,8200000.000
ValuationAllowancesAndReservesBalance,,,,,,,,,7588000.000,,,,9708000.000,,,,12208000.000,,,,8943000.000,,,,8752000.000,,
WorkersCompensationLiabilityCurrent,,,,,6059000.000,,,,5446000.000,5351000.000,6163000.000,6152000.000,7236000.000,7392000.000,7458000.000,2853000.000,2662000.000,3057000.000,1468000.000,1840000.000,,,,,,,
WorkersCompensationLiabilityCurrentAndNoncurrent,,,,,,,,,,,,,,,,4270000.000,,4717000.000,6016000.000,6016000.000,,,,,,,
WorkersCompensationLiabilityNoncurrent,,,,,,,,,,,,,,,,,4717000.000,,,,,,,,,,
